store,demand
3,7066145.18472104
4,4373390.78652025
5,5310080.53043135
9,6107800.58665888
16,6223262.91869197
18,9079691.0583601
19,10842617.4821924
20,5377496.73131376
24,5198782.49925526
27,4689659.04805051
30,5207070.23421598
33,6420268.92167686
35,6942564.90445336
37,3493836.09416067
38,4313285.33960412
39,5151486.70002805
42,12951951.4676061
43,5284046.61784566
46,7077417.2561639
50,3404580.71924214
51,7976357.72614588
53,3982248.93094866
55,4067144.41113727
59,10389737.9503607
60,3969431.96998963
62,5652397.93574398
64,5242868.9254815
65,4131360.62001618
70,18809710.1038246
71,5154258.07467362
79,7815673.49985936
81,3210867.37777397
82,10289404.5909361
87,3134721.69548389
89,6733674.36266468
90,6026467.01968841
91,9358662.2328329
95,4186877.97913596
100,3650624.72440317
101,7106845.09914355
106,5217719.26115978
109,4327043.0995902
111,27889092.5686869
112,5575894.21620267
117,4024413.87696772
120,4333514.18789727
121,26256895.9512684
131,15096038.231155
132,4025668.22936962
133,4362057.90028121
134,6098444.28209859
136,9794682.28998706
137,12908608.9303445
140,5518393.70610122
141,15173323.3286489
142,5958901.50025261
143,14441184.8470878
148,14301366.9847709
152,5242868.9254815
154,5009125.23354873
158,4709755.68055603
161,26010449.1691952
162,20657501.6221854
163,6190694.00487881
164,7288581.8671323
166,8195817.51926056
167,2842854.31456224
168,7014428.31745377
170,6592475.47439077
171,5160821.42105698
172,8060387.97749224
174,5198175.66365848
175,8062605.7183721
176,9407744.18658967
177,9675361.77487847
182,6778432.04871706
183,7613369.69745222
184,10026804.120118
185,9333752.77224649
187,7425727.1128759
188,23480217.1353452
189,3867314.50917399
191,9989009.5203983
192,5242868.9254815
193,14341052.3030649
194,9104770.85460063
195,17317928.9221824
198,9906856.47147573
199,5134015.59173875
200,10641902.384227
201,7614136.79292046
202,5321964.39124655
203,7502661.23610062
206,7207908.17813347
207,8450917.23365577
208,5144206.58638498
209,13720889.1376254
210,9997346.9826515
211,11806461.0594281
213,16426711.0497444
214,4320085.89415753
217,5733843.32432681
218,9917999.77858171
219,3305376.4822961
221,7819949.15022187
222,12109981.1852859
224,14402654.1954047
225,7066120.65519458
227,2862707.78376546
229,9329872.6662238
231,8145925.09363811
234,9897376.88904417
236,14761100.6213195
237,4387764.12628132
238,6832878.22655706
239,20735259.4364813
241,11209512.4166395
246,8774347.38090947
247,8284778.96001063
251,17733162.4020486
253,9548642.21131006
254,3423537.43321491
255,4921537.48336823
257,502244.392992488
258,6078656.96690352
259,9196712.38487394
261,12881862.4817678
263,8767251.46042087
266,6064462.50461882
269,12920725.3147153
270,2788445.5170086
271,8447580.78061675
272,8427183.15794752
279,9885685.36453314
280,6875202.19326733
281,9845984.04748232
282,20638398.5102288
288,9502288.11385806
289,12434321.2578156
291,11981159.2452497
293,8427183.15794752
295,10887935.9885747
297,5914509.46971593
301,5469626.59515241
302,4036063.01071058
303,14285653.1608578
305,6939674.02545781
311,6894140.7567917
312,12170328.3526573
315,5520817.3015612
316,4859730.45648224
319,12549117.6994242
321,10336642.7290887
322,8166539.05275543
323,16388374.5320257
331,15824562.8337717
334,6980405.30898635
337,5771860.8878119
341,7964871.17967193
351,9042665.10541515
358,13850368.9562102
360,4034196.64521215
364,19010899.2227649
369,3967590.50726967
370,7652596.35459471
371,9585249.84571425
381,20278553.4819557
382,8427183.15794752
383,12261696.1801981
386,2743140.43108381
390,8682054.81925877
391,5832643.43781475
395,8415077.71528774
397,3042618.57941147
398,5809180.1812374
401,16450865.7013576
403,4282557.57695704
405,1536708.04005224
407,3880312.35773605
411,10041108.5335144
412,7498713.26331215
414,4192310.45398755
416,502244.392992488
418,17793227.4512051
421,7702242.74458914
423,9509026.78736103
424,3219557.32044009
427,7817527.34942446
428,10998829.7669511
430,19852773.2333887
431,24385858.5197697
433,7073837.56339904
434,10248421.8018488
438,5386605.83204702
441,9735317.07978155
446,3382497.40382761
449,4025200.74337936
451,13869524.5911522
453,6870297.57736619
456,8884452.79529951
458,6558735.46195779
461,17018121.6084314
465,3859354.53136379
467,5544490.54719101
468,5472559.21887661
469,4110754.52225732
470,10679035.7486391
471,9542444.33133523
473,5199818.41944833
474,10135487.838925
475,14108938.5325592
478,6945971.60987871
479,5744573.68826426
480,19167011.8580111
481,24437499.2825157
487,12183596.952823
491,9769810.79737127
494,2951051.05842583
495,3119810.36624324
497,13247671.6974144
498,4865237.9996542
506,20719245.5334063
507,7137468.43831952
511,28457209.0001029
515,10462723.1948342
516,9236831.53204778
520,5995383.57315255
521,7364166.4799601
527,17963659.636728
530,5557680.87031858
531,10965187.168583
532,5597374.56118725
534,6956554.13739502
538,20110577.8776062
540,4497694.12515809
541,15754743.9415525
543,5632429.20296709
546,2966654.93728207
548,10032535.1931221
550,16205675.0741271
551,40242441.9865221
556,5387645.19207845
557,5155539.40203984
559,4779616.25962221
561,5890974.13807136
562,4730056.91167841
566,11529859.8600095
569,3433171.52792006
571,23892818.5582301
576,8804788.53420545
581,13287552.8266915
583,5734213.06981681
584,7466583.62648492
585,5611360.45041072
586,8387805.46387825
590,11941341.5567723
591,13631516.8943349
592,3916870.19592417
601,7339215.28580996
605,2394479.31714086
606,2829393.58315244
609,4405949.00853285
611,6497013.14168116
614,5350714.70211195
621,7065226.58004475
623,3795144.64808244
625,7933026.7205686
626,5155539.40203984
631,15577465.6231315
632,7071380.99084419
635,7039512.8056908
638,6734946.82594072
640,5929899.92020111
641,17555622.1798195
643,5242868.9254815
646,5242868.9254815
651,11090203.3357533
656,7181499.47593633
662,15300589.9892687
663,5499730.25989852
664,12456268.3013589
670,5873655.6056336
671,15736671.5994381
673,8690576.50287299
677,7243128.61624103
680,2136552.35868851
683,46587084.6240845
684,8364162.94517432
688,13635725.1328624
691,11185786.9680263
696,6171374.48445902
698,9815302.04366277
701,12870069.8882853
703,7577375.25726673
704,6071379.56806554
706,2024248.98174465
707,3664880.91648436
709,3242425.98623264
711,10647328.2212004
721,27140588.7561684
725,2433076.0865354
728,1894632.34260088
729,15331972.2791426
731,5742904.60026245
736,7814904.03142692
738,12153105.4510931
741,12115392.4673638
748,16743056.1919516
749,5015877.9073228
750,6047272.15346601
751,7896961.71471792
754,7853708.83961741
755,8058404.5162802
758,6887690.42959526
761,22276606.0439683
771,26180186.5755346
777,13064674.2743715
778,10780447.1062433
781,8718825.08692911
783,3088333.7121457
785,8357935.62298902
786,8755496.17678407
789,5913860.37537736
790,4435046.83002883
791,24216233.5252258
797,10210774.3102459
798,3316565.04553005
801,13150696.1361672
804,12979729.2003797
807,5490848.51221867
810,956448.312914015
811,8955665.44083763
821,19808727.7945703
825,9097543.61512227
